SyncHistoryID,SyncDate,Statistic,Status,SynType
811,"2018-09-23 20:05:50","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
812,"2018-09-23 20:05:53","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
813,"2018-09-23 20:06:11","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
814,"2018-09-23 20:11:11","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
815,"2018-09-23 20:11:12","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
816,"2018-09-23 20:11:12","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
817,"2018-09-23 20:11:12","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
818,"2018-09-23 20:11:12","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
819,"2018-09-23 20:11:13","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
820,"2018-09-23 20:11:15","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
821,"2018-09-23 20:11:32","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
822,"2018-09-23 20:16:33","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
823,"2018-09-23 20:16:33","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
824,"2018-09-23 20:16:33","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
825,"2018-09-23 20:16:33","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
826,"2018-09-23 20:16:34","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
827,"2018-09-23 20:16:34","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
828,"2018-09-23 20:16:37","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
829,"2018-09-23 20:16:51","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
830,"2018-09-23 20:21:51","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
831,"2018-09-23 20:21:51","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
832,"2018-09-23 20:21:52","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
833,"2018-09-23 20:21:52","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
834,"2018-09-23 20:21:52","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
835,"2018-09-23 20:21:53","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
836,"2018-09-23 20:21:55","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
837,"2018-09-23 20:22:09","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
838,"2018-09-23 20:27:10","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
839,"2018-09-23 20:27:10","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
840,"2018-09-23 20:27:10","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
841,"2018-09-23 20:27:10","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
842,"2018-09-23 20:27:10","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
843,"2018-09-23 20:27:11","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
844,"2018-09-23 20:27:14","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
845,"2018-09-23 20:27:28","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
846,"2018-09-23 20:32:29","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
847,"2018-09-23 20:32:29","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
848,"2018-09-23 20:32:29","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
849,"2018-09-23 20:32:29","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
850,"2018-09-23 20:32:29","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
851,"2018-09-23 20:32:30","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
852,"2018-09-23 20:32:32","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
853,"2018-09-23 20:32:45","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
854,"2018-09-23 20:37:45","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
855,"2018-09-23 20:37:46","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
856,"2018-09-23 20:37:46","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
857,"2018-09-23 20:37:47","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
858,"2018-09-23 20:37:47","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
859,"2018-09-23 20:37:47","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
860,"2018-09-23 20:37:50","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
861,"2018-09-23 20:38:04","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
862,"2018-09-23 20:43:04","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
863,"2018-09-23 20:43:04","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
864,"2018-09-23 20:43:04","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
865,"2018-09-23 20:43:04","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
866,"2018-09-23 20:43:05","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
867,"2018-09-23 20:43:05","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
868,"2018-09-23 20:43:08","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
869,"2018-09-23 20:43:23","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
870,"2018-09-23 20:48:23","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
871,"2018-09-23 20:48:23","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
872,"2018-09-23 20:48:24","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
873,"2018-09-23 20:48:24","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
874,"2018-09-23 20:48:24","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
875,"2018-09-23 20:48:25","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
876,"2018-09-23 20:48:27","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
877,"2018-09-23 20:48:42","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
878,"2018-09-23 20:53:42","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
879,"2018-09-23 20:53:43","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
880,"2018-09-23 20:53:43","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
881,"2018-09-23 20:53:43","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
882,"2018-09-23 20:53:43","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
883,"2018-09-23 20:53:44","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
884,"2018-09-23 20:53:46","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
885,"2018-09-23 20:54:03","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
886,"2018-09-23 20:59:03","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
887,"2018-09-23 20:59:03","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
888,"2018-09-23 20:59:04","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
889,"2018-09-23 20:59:04","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
890,"2018-09-23 20:59:04","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
891,"2018-09-23 20:59:05","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
892,"2018-09-23 20:59:07","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
893,"2018-09-23 20:59:21","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
894,"2018-09-23 21:04:22","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
895,"2018-09-23 21:04:22","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
896,"2018-09-23 21:04:23","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
897,"2018-09-23 21:04:23","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
898,"2018-09-23 21:04:23","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
899,"2018-09-23 21:04:24","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
900,"2018-09-23 21:04:26","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
901,"2018-09-23 21:04:42","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
902,"2018-09-23 21:09:42","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
903,"2018-09-23 21:09:42","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
904,"2018-09-23 21:09:42","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
905,"2018-09-23 21:09:43","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
906,"2018-09-23 21:09:43","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
907,"2018-09-23 21:09:43","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
908,"2018-09-23 21:09:46","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
909,"2018-09-23 21:10:02","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
910,"2018-09-23 21:15:02","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
911,"2018-09-23 21:15:02","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
912,"2018-09-23 21:15:02","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
913,"2018-09-23 21:15:03","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
914,"2018-09-23 21:15:03","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
915,"2018-09-23 21:15:03","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
916,"2018-09-23 21:15:06","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
917,"2018-09-23 21:15:19","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
918,"2018-09-23 21:20:20","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
919,"2018-09-23 21:20:20","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
920,"2018-09-23 21:20:20","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
921,"2018-09-23 21:20:20","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
922,"2018-09-23 21:20:20","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
923,"2018-09-23 21:20:21","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
924,"2018-09-23 21:20:24","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
925,"2018-09-23 21:20:39","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
926,"2018-09-23 21:25:40","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
927,"2018-09-23 21:25:40","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
928,"2018-09-23 21:25:40","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
929,"2018-09-23 21:25:40","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
930,"2018-09-23 21:25:40","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
931,"2018-09-23 21:25:41","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
932,"2018-09-23 21:25:44","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
933,"2018-09-23 21:26:00","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
934,"2018-09-23 21:31:00","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
935,"2018-09-23 21:31:01","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
936,"2018-09-23 21:31:01","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
937,"2018-09-23 21:31:01","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
938,"2018-09-23 21:31:01","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
939,"2018-09-23 21:31:02","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
940,"2018-09-23 21:31:04","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
941,"2018-09-23 21:31:21","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
942,"2018-09-23 21:36:22","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
943,"2018-09-23 21:36:22","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
944,"2018-09-23 21:36:22","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
945,"2018-09-23 21:36:22","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
946,"2018-09-23 21:36:22","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
947,"2018-09-23 21:36:23","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
948,"2018-09-23 21:36:26","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
949,"2018-09-23 21:36:40","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
950,"2018-09-23 21:41:41","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
951,"2018-09-23 21:41:41","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
952,"2018-09-23 21:41:41","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
953,"2018-09-23 21:41:41","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
954,"2018-09-23 21:41:41","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
955,"2018-09-23 21:41:42","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
956,"2018-09-23 21:41:44","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
957,"2018-09-23 21:42:00","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
958,"2018-09-23 21:47:00","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
959,"2018-09-23 21:47:00","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
960,"2018-09-23 21:47:01","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
961,"2018-09-23 21:47:01","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
962,"2018-09-23 21:47:01","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
963,"2018-09-23 21:47:01","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
964,"2018-09-23 21:47:04","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
965,"2018-09-23 21:47:17","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
966,"2018-09-23 21:52:18","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
967,"2018-09-23 21:52:18","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
968,"2018-09-23 21:52:19","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
969,"2018-09-23 21:52:19","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
970,"2018-09-23 21:52:19","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
971,"2018-09-23 21:52:20","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
972,"2018-09-23 21:52:22","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
973,"2018-09-23 21:52:39","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
974,"2018-09-23 21:57:39","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
975,"2018-09-23 21:57:40","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
976,"2018-09-23 21:57:40","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
977,"2018-09-23 21:57:40","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
978,"2018-09-23 21:57:40","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
979,"2018-09-23 21:57:41","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
980,"2018-09-23 21:57:43","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
981,"2018-09-23 21:57:57","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
982,"2018-09-23 22:02:57","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
983,"2018-09-23 22:02:57","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
984,"2018-09-23 22:02:58","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
985,"2018-09-23 22:02:58","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
986,"2018-09-23 22:02:58","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
987,"2018-09-23 22:02:59","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
988,"2018-09-23 22:03:02","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
989,"2018-09-23 22:03:15","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
990,"2018-09-23 22:08:16","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
991,"2018-09-23 22:08:16","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
992,"2018-09-23 22:08:16","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
993,"2018-09-23 22:08:16","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
994,"2018-09-23 22:08:16","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
995,"2018-09-23 22:08:17","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
996,"2018-09-23 22:08:20","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
997,"2018-09-23 22:08:31","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
998,"2018-09-23 22:08:32","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
999,"2018-09-23 22:08:32","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
1000,"2018-09-23 22:08:32","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
1001,"2018-09-23 22:08:32","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
1002,"2018-09-23 22:08:33","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
1003,"2018-09-23 22:08:36","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
1004,"2018-09-23 22:08:50","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
1005,"2018-09-23 22:15:21","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
1006,"2018-09-23 22:15:55","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
1007,"2018-09-23 22:17:57","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
1008,"2018-09-23 22:33:26","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
1009,"2018-09-23 22:33:27","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
1010,"2018-09-23 22:33:27","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
1011,"2018-09-23 22:33:27","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
1012,"2018-09-23 22:33:27","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
1013,"2018-09-23 22:33:28","insertCompanyMachine: 0,
updateCompanyMachine: 0,
insertTools: 0,
updateTools: 0",SUCCESS,SyncHostToLocal_Tools
1014,"2018-09-23 22:33:30","insertToolsMachineTray: 0,
updateToolsMachineTray: 0",SUCCESS,SyncLocalToHost_ToolsMachineTray
1015,"2018-09-23 22:33:45","insertWorkingTransaction: 0,
updateWorkingTransaction: 0",SUCCESS,SyncLocalToHost_WorkingTransaction
1016,"2018-09-23 22:38:46","insertAssessor: 0,
updateAssessor: 0",SUCCESS,SyncHostToLocal_Assessor
1017,"2018-09-23 22:38:46","insertRoleAssessor: 0,
updateRoleAssessor: 0",SUCCESS,SyncHostToLocal_RoleAssessor
1018,"2018-09-23 22:38:46","insertMachine: 0,
updateMachine: 0",SUCCESS,SyncHostToLocal_Machine
1019,"2018-09-23 22:38:46","insertCompany: 0,
updateCompany: 0",SUCCESS,SyncHostToLocal_Company
1020,"2018-09-23 22:38:46","insertCompanyMachine: 0,
updateCompanyMachine: 0",SUCCESS,SyncHostToLocal_CompanyMachine
